Countrycode,Seriescode,Description
CAN,SP.DYN.CBRT.IN,"Data sources : Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects"
CAN,SP.DYN.CDRT.IN,"Data sources : Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects"
CAN,SP.DYN.LE00.FE.IN,"Data sources : Statistics Canada, United Nations World Population Prospects"
CAN,SP.DYN.LE00.IN,Derived using male and female life expectancy
CAN,SP.DYN.LE00.MA.IN,"Data sources : Statistics Canada, United Nations World Population Prospects"
CAN,SP.DYN.TFRT.IN,"Data sources : Statistics Canada, United Nations World Population Prospects"
CAN,SP.POP.GROW,Data sources: Statistics Canada
CAN,SP.POP.TOTL,Data sources : Statistics Canada
CHE,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
CHE,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CHE,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CHE,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHE,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
CHE,SP.DYN.AMRT.FE,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
CHE,SP.DYN.AMRT.MA,"Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
CHE,SP.DYN.CBRT.IN,Data sources : Eurostat
CHE,SP.DYN.CDRT.IN,Data sources : Eurostat
CHE,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Swiss Federal Statistical Office"
CHE,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHE,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Swiss Federal Statistical Office"
CHE,SP.DYN.TFRT.IN,Data sources : Eurostat
CHE,SP.POP.GROW,Data sources : Eurostat
CHE,SP.POP.TOTL,Data sources : Eurostat
CHI,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHI,SM.POP.TOTL,Estimates are derived from data on foreign-born population. The estimates for the Channel Islands are based on the number of persons born outside the territory of Guernsey and Jersey.
CHI,SP.ADO.TFRT,"Refers to Guernsey, and Jersey."
CHI,SP.DYN.AMRT.FE,"Data source : United Nations World Population Prospects. Refers to Guernsey, and Jersey."
CHI,SP.DYN.AMRT.MA,"Data source : United Nations World Population Prospects. Refers to Guernsey, and Jersey."
CHI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHI,SP.DYN.TO65.FE.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.DYN.TO65.MA.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.POP.0014.TO.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.POP.1564.TO.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.POP.65UP.TO.ZS,"Refers to Guernsey, and Jersey."
CHI,SP.POP.GROW,Data sources: United Nations World Population Prospects
CHI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CHI,SP.POP.TOTL.FE.ZS,"Refers to Guernsey, and Jersey."
CHL,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
CHL,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CHL,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CHL,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHL,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
CHL,SP.DYN.AMRT.FE,Data sources : United Nations World Population Prospects
CHL,SP.DYN.AMRT.MA,Data sources : United Nations World Population Prospects
CHL,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHL,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHL,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHL,SP.POP.GROW,Data sources: United Nations World Population Prospects
CHL,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CHN,BX.KLT.DINV.CD.WD,Data based on BPM6.
CHN,CM.MKT.TRNR,Method of calculation: Total domestic value of share trading of Shanghai Stock Exchange and Shenzhen Stock Exchange divided by the total domestic market capitalization of the two exchanges.
CHN,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are World Bank staff estimates based on creditors and market data. Short-term debt data for 2014 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).
CHN,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
CHN,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CHN,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CHN,MS.MIL.XPND.ZS,Figures are for estimated  total military expenditure.  China has published its own military expenditure data.  See: www.stats.gov.cn.
CHN,SM.POP.NETM,Data sources : United Nations World Population Prospects
CHN,SM.POP.REFG.OR,The UNHCR publishes separate figures for refugees from China and Tibet. These figures includes refugees reported as Tibetans by the UNCHR.
CHN,SM.POP.TOTL,"Estimates are imputed using model estimates. For purposes of estimation, the estimates for China, Hong Kong Special Administrative Region of China and Macao Special Administrative Region of China are derived and reported separately."
CHN,SP.ADO.TFRT,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.DYN.AMRT.FE,"Data source : United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.DYN.AMRT.MA,"Data source : United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.DYN.CBRT.IN,Data sources : National Bureau of Statistics
CHN,SP.DYN.CDRT.IN,Data sources : National Bureau of Statistics
CHN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.LE00.IN,Derived using male and female life expectancy
CHN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CHN,SP.DYN.TO65.FE.ZS,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.DYN.TO65.MA.ZS,"The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China."
CHN,SP.POP.0014.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.1564.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.65UP.TO.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CHN,SP.POP.GROW,Data sources: National Bureau of Statistics
CHN,SP.POP.TOTL,Data sources : National Bureau of Statistics
CHN,SP.POP.TOTL.FE.ZS,"Excluding Hong Kong SAR, Macao SAR, Taiwan."
CIV,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed debt data for 2014 are World Bank staff estimates. Short-term debt for 2014 is based on data from the BIS. Data include the effects of Paris Club agreement signed in 2011 and 2014 and HIPC and MDRI debt relief.
CIV,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
CIV,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CIV,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CIV,SM.POP.NETM,Data sources : United Nations World Population Prospects
CIV,SM.POP.TOTL,Estimates are derived from data on foreign-born and foreign population.
CIV,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
CIV,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
CIV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.LE00.IN,Derived using male and female life expectancy
CIV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CIV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CIV,SP.POP.GROW,Data sources: United Nations World Population Prospects
CIV,SP.POP.TOTL,Data sources : United Nations World Population Prospects
CMR,DT.DOD.DECT.CD,Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2014 are based on reports provided by the country. Short-term debt for 2014 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.
CMR,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
CMR,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CMR,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
CMR,SH.XPD.EXTR.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.OOPC.TO.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.OOPC.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PCAP,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PRIV.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PUBL,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PUBL.GX.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SH.XPD.TOTL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
CMR,SM.POP.NETM,Data sources : United Nations World Population Prospects
CMR,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
CMR,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
CMR,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
CMR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.LE00.IN,Derived using male and female life expectancy
CMR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
CMR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
CMR,SP.POP.GROW,Data sources: United Nations World Population Prospects
CMR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
COG,DT.DOD.DECT.CD,Long-term public and publicly guaranteed debt data for 2014 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2014 is based on data from the BIS. Data include the effects of Paris Club debt restructuring agreement and HIPC and MDRI debt relief.
COG,EG.EGY.PRIM.PP.KD,"Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
COG,EG.ELC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
COG,EG.FEC.RNEW.ZS,"Sources: World Energy Statistics and Balances, IEA (2014)"
COG,SM.POP.NETM,Data sources : United Nations World Population Prospects
COG,SM.POP.TOTL,Estimates are derived from data on foreign-born population.
COG,SP.DYN.AMRT.FE,Data source : United Nations World Population Prospects
COG,SP.DYN.AMRT.MA,Data source : United Nations World Population Prospects
COG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
COG,SP.DYN.LE00.IN,Derived using male and female life expectancy
